1, 3.7882
2, 3.2806
3, 2.9823
4, 1.0027
5, 1.3936
6, 1.5105
7, 1.3693
8, 2.2581
9, 2.2301
10, 1.9821
11, 3.1201
12, 1.5798
13, 1.3341
14, 2.0937
15, 1.6181
16, 3.5652
17, 4.2422
18, 4.102
19, 2.5746
20, 4.1274
21, 5.0531
22, 4.2607
23, 2.6471
24, 3.1079
25, 3.5096
26, 3.3293
27, 4.0609
28, 2.2551
29, 3.3082
30, 5.5895
31, 3.8019
32, 4.829
33, 4.0596
34, 3.2287
35, 4.5605
36, 5.0248
37, 4.0572
38, 4.4298
39, 4.9778
40, 4.1683
41, 4.2337
42, 2.3072
43, 2.6118
44, 2.0488
45, 3.1688
46, 2.2803
47, 1.8619
48, 2.7361
49, 2.8593
50, 2.9354
51, 2.4347
52, 3.4528
53, 4.0472
54, 4.8538
55, 3.0565
56, 3.5443
57, 5.2269
58, 6.6874
59, 5.7084
60, 4.0725
61, 5.2498
62, 3.9318
63, 5.0628
64, 5.0685
65, 4.2156
66, 5.8235
67, 7.1152
68, 7.9076
69, 6.4122
70, 6.5527
71, 6.2925
72, 3.7183
73, 2.6786
74, 3.7994
75, 3.9915
76, 3.2651
77, 4.1543
78, 6.4954
79, 7.0049
80, 7.1585
81, 8.8944
82, 9.9513
83, 12.0813
84, 9.8842
85, 9.2276
86, 10.0619
87, 8.3454
88, 8.081
89, 7.3756
90, 8.1636
91, 8.4212
92, 5.9637
93, 5.378
94, 4.7293
95, 4.0801
96, 1.9165
97, 1.3811
98, 0.6288
99, 0.7464
100, 0.5815
101, 1.4865
102, 1.1158
103, 1.1929
104, 1.5341
105, 2.3706
106, 2.5718
107, 3.4402
108, 4.2226
109, 5.0368
110, 5.8079
111, 5.319
112, 4.6517
113, 4.2081
114, 4.2536
115, 3.4621
116, 2.7618
117, 3.1388
118, 4.0328
119, 5.1137
120, 5.2294
121, 5.2197
122, 2.5369
123, 2.8739
124, 2.2265
125, 1.3138
126, 0.799
127, 0.4196
128, 0.7049
129, 1.0288
130, 1.5137
131, 1.8718
132, 2.792
133, 2.5647
134, 3.594
135, 1.2296
136, 1.7169
137, 4.3453
138, 5.1488
139, 5.3989
140, 4.2267
141, 3.4646
142, 4.6309
143, 4.7244
144, 4.6195
145, 4.4154
146, 4.824
147, 4.1214
148, 5.8097
149, 4.608
150, 3.9574
151, 3.2093
152, 2.7998
153, 3.6522
154, 4.4586
155, 5.174
156, 4.5599
157, 6.5319
158, 6.8106
159, 7.3113
160, 6.4143
161, 6.7936
162, 8.2228
163, 7.1418
164, 6.7043
165, 6.3916
166, 4.7295
167, 3.876
168, 4.5949
169, 4.4163
170, 4.6186
171, 6.5688
172, 9.048
173, 8.5072
174, 9.6487
175, 8.6075
176, 10.9618
177, 6.7526
178, 7.105
179, 6.8675
180, 9.5385
181, 8.6941
182, 10.2352
183, 9.7826
184, 9.1249
185, 8.3146
186, 7.7178
187, 6.6247
188, 5.6991
189, 4.0848
190, 4.3947
191, 4.4867
192, 3.0294
193, 2.8839
194, 2.4503
195, 2.9899
196, 3.9287
197, 4.9729
198, 6.3434
199, 3.5875
200, 5.1323
201, 6.3913
202, 8.5185
203, 8.5559
204, 9.0509
205, 9.3686
206, 9.0622
207, 9.7542
208, 8.0308
209, 6.7893
210, 6.2612
211, 9.956
212, 7.3731
213, 4.7389
214, 3.8519
215, 2.6437
216, 2.7052
217, 2.0111
218, 1.2774
219, 1.4645
220, 3.5681
221, 2.7018
222, 2.5151
223, 2.4039
224, 3.4387
225, 5.9894
226, 5.5262
227, 8.0365
228, 8.2279
229, 9.683
230, 8.0614
231, 7.7536
232, 7.6473
233, 5.9241
234, 5.4944
235, 3.7054
236, 3.4972
237, 3.8907
238, 3.9412
239, 3.4601
240, 4.3885
241, 5.4652
242, 4.8877
243, 3.0628
244, 1.6066
245, 4.6774
246, 3.9108
247, 3.7769
248, 3.1304
249, 4.5585
250, 4.9649
251, 8.8335
252, 10.7957
253, 13.0786
254, 13.2942
255, 11.4401
256, 12.4007
257, 11.5779
258, 14.2228
259, 9.4027
260, 9.0992
261, 8.0884
262, 6.1543
263, 5.5563
264, 4.846
265, 3.4234
266, 2.0527
267, 2.7369
268, 3.7718
269, 3.3835
270, 2.5006
271, 2.3584
272, 3.8897
273, 3.2887
274, 5.5962
275, 5.6064
276, 7.3314
277, 7.0421
278, 7.7088
279, 7.7614
280, 7.5122
281, 7.0469
282, 6.1523
283, 6.153
284, 8.0556
285, 7.1146
286, 6.666
287, 6.8539
288, 9.0846
289, 6.8526
290, 6.6919
291, 5.927
292, 4.9375
293, 4.4223
294, 2.4537
295, 2.4369
296, 2.56
297, 3.0799
298, 3.9521
299, 5.2889
300, 7.3174
301, 6.6633
302, 7.1952
303, 8.0492
304, 8.345
305, 8.3881
306, 7.1471
307, 5.4592
308, 3.8961
309, 5.311
310, 4.4615
311, 2.9572
312, 4.0493
313, 3.1371
314, 2.6962
315, 2.4335
316, 1.7119
317, 5.643
318, 6.7872
319, 8.7715
320, 8.8007
321, 6.823
322, 4.6228
323, 5.5031
324, 4.8018
325, 6.0731
326, 6.7467
327, 5.6401
328, 7.454
329, 7.7508
330, 4.8846
331, 3.2828
332, 4.4828
333, 5.3782
334, 4.1624
335, 5.8743
336, 4.0905
337, 3.5541
338, 5.0187
339, 4.8282
340, 4.8631
341, 8.3224
342, 8.3095
343, 8.9975
344, 8.9067
345, 7.9633
346, 5.3116
347, 4.8653
348, 4.1645
349, 4.0192
350, 5.0306
351, 6.3797
352, 5.1812
353, 5.6978
354, 5.8385
355, 4.3936
356, 3.3275
357, 5.03
358, 7.5743
359, 4.9836
360, 3.4978
361, 2.133
362, 1.203
363, 2.0251
364, 1.747
365, 3.5365
366, 3.8907
367, 2.9606
368, 2.9741
369, 2.5616
370, 3.324
371, 3.1996
372, 5.4329
373, 4.4324
374, 3.8782
375, 4.73
376, 4.3361
377, 4.5803
378, 5.2428
379, 4.7971
380, 6.1782
381, 6.6401
382, 6.1304
383, 4.5564
384, 3.3008
385, 3.8571
386, 2.6871
387, 3.2757
388, 4.2936
389, 6.9612
390, 7.2797
391, 6.2345
392, 6.0631
393, 7.3384
394, 8.45
395, 7.3736
396, 7.6572
397, 8.1798
398, 9.5291
399, 7.7841
400, 6.9706
401, 5.5889
402, 4.4542
403, 3.5808
404, 3.6526
405, 2.2643
406, 2.369
407, 2.1012
408, 1.9218
409, 0.962
410, 0.9008
411, 1.7279
412, 2.0192
413, 1.6294
414, 1.7897
415, 2.4764
416, 2.2732
417, 2.4752
418, 1.9132
419, 3.6397
420, 3.7475
421, 5.0424
422, 4.933
423, 5.4951
424, 5.868
425, 5.2579
426, 5.0973
427, 5.5909
428, 6.9106
429, 6.4772
430, 3.0841
431, 3.6854
432, 4.9687
433, 4.834
434, 5.7436
435, 3.6655
436, 3.8168
437, 5.7661
438, 4.9175
439, 6.9459
440, 8.2472
441, 9.5894
442, 7.0428
443, 7.542
444, 6.5795
445, 6.5472
446, 6.2104
447, 6.0388
448, 5.4565
449, 6.423
450, 4.3496
451, 5.3123
452, 2.8865
453, 1.532
454, 1.0594
455, 1.8772
456, 3.5467
457, 4.683
458, 3.3318
459, 4.2729
460, 3.7723
461, 6.3533
462, 3.9947
463, 6.2519
464, 5.8886
465, 4.26
466, 4.3161
467, 6.3392
468, 5.8477
469, 5.3278
470, 4.8819
471, 5.5803
472, 2.4779
473, 2.7956
474, 2.364
475, 2.2559
476, 1.2323
477, 1.6305
478, 1.6803
479, 2.8717
480, 1.4581
481, 2.029
482, 3.3178
483, 4.6402
484, 5.9238
485, 6.026
486, 4.4883
487, 5.8628
488, 5.2573
489, 5.6097
490, 5.0361
491, 5.2785
492, 3.9084
493, 6.1241
494, 6.0974
495, 7.5927
496, 8.9194
497, 8.4491
498, 8.482
499, 10.3602
500, 10.3151
501, 6.6532
502, 6.0367
503, 6.1185
504, 6.4733
505, 5.9707
506, 4.141
507, 2.9408
508, 3.6433
509, 2.77
510, 3.4425
511, 3.4993
512, 3.0567
513, 2.0907
514, 3.2012
515, 5.2937
516, 5.5168
517, 7.3056
518, 6.7256
519, 4.1269
520, 5.1929
521, 5.2407
522, 5.4542
523, 5.7619
524, 5.8828
525, 4.0936
526, 3.3891
527, 3.6379
528, 4.7872
529, 3.4884
530, 2.6695
531, 3.0342
532, 2.1444
533, 0.9076
534, 0.5514
535, 1.7097
536, 1.9855
537, 1.8994
538, 2.3204
539, 2.2202
540, 3.1388
541, 4.534
542, 2.2614
543, 3.3972
544, 5.8744
545, 7.8967
546, 5.2163
547, 4.3312
548, 3.7629
549, 3.1424
550, 2.8338
551, 3.0433
552, 4.1138
553, 3.3462
554, 2.6036
555, 1.7754
556, 0.774
557, 1.6089
558, 3.0452
559, 3.1494
560, 5.6809
561, 6.0763
562, 7.5333
563, 7.7795
564, 6.7945
565, 7.4569
566, 7.1059
567, 7.3519
568, 7.5711
569, 7.4709
570, 6.9468
571, 6.001
572, 6.3149
573, 5.5697
574, 4.5674
575, 5.9005
576, 4.8961
577, 4.1771
578, 4.372
579, 2.8515
580, 1.1156
581, 1.6481
582, 2.4033
583, 3.0579
584, 3.8684
585, 4.6251
586, 8.6304
587, 10.424
588, 10.648
589, 12.4015
590, 11.3545
591, 10.2521
592, 8.6934
593, 8.7758
594, 6.5289
595, 6.3102
596, 6.256
597, 3.7516
598, 2.1703
599, 1.9243
600, 1.4915
601, 1.0329
602, 1.1991
603, 0.368
604, 0.6519
605, 1.0642
606, 1.5146
607, 1.8998
608, 2.8308
609, 5.4133
610, 4.6209
611, 3.9605
612, 4.6226
613, 4.6558
614, 6.1379
615, 9.4345
616, 8.6728
617, 7.9306
618, 7.844
619, 7.5449
620, 6.5597
621, 5.3683
622, 5.9807
623, 4.6026
624, 3.2693
625, 4.5189
626, 4.9842
627, 4.4973
628, 3.4696
629, 4.9869
630, 7.7308
631, 7.5687
632, 7.1736
633, 5.8902
634, 6.086
635, 6.071
636, 7.0034
637, 9.6717
638, 10.1962
639, 9.8116
640, 10.6049
641, 11.3604
642, 11.4186
643, 9.9973
644, 7.8526
645, 5.9066
646, 3.5655
647, 1.9837
648, 1.3019
649, 0.4852
650, 0.2524
651, 0.1951
652, 0.8367
653, 1.228
654, 2.3675
655, 2.1034
656, 2.9033
657, 2.9607
658, 4.3043
659, 5.543
660, 5.2315
661, 4.3333
662, 4.6649
663, 5.0595
664, 5.1094
665, 6.9538
666, 6.3444
667, 4.0862
668, 5.4833
669, 6.7718
670, 6.254
671, 6.3204
672, 5.8471
673, 8.0474
674, 7.3775
675, 7.2449
676, 11.0859
677, 10.4456
678, 10.7667
679, 8.2595
680, 8.2779
681, 7.8804
682, 9.3627
683, 8.7959
684, 9.236
685, 7.6876
686, 5.6781
687, 4.5483
688, 3.8051
689, 2.2863
690, 2.7226
691, 3.5105
692, 3.7431
693, 2.7088
694, 2.0335
695, 0.8043
696, 0.9422
697, 1.6851
698, 2.463
699, 2.8146
700, 2.7298
701, 3.3969
702, 3.4344
703, 3.0423
704, 2.0112
705, 4.2937
706, 6.6052
707, 5.9509
708, 6.4701
709, 7.0757
710, 6.1003
711, 6.7131
712, 7.7119
713, 4.5927
714, 5.39
715, 4.598
716, 3.9614
717, 3.4351
718, 5.0279
719, 5.1313
720, 5.5541
721, 3.2797
722, 1.6031
723, 2.1582
724, 2.0906
725, 1.9173
726, 2.3216
727, 2.7071
728, 3.6084
729, 5.2837
730, 7.0977
731, 6.4856
732, 4.6072
733, 5.7173
734, 7.1265
735, 9.0384
736, 6.9192
737, 6.8861
738, 6.4605
739, 5.9192
740, 2.9026
741, 3.7614
742, 2.8383
743, 3.5741
744, 5.8379
745, 5.4396
746, 2.9642
747, 5.6639
748, 5.4119
749, 4.8882
750, 5.3242
751, 2.3798
752, 3.1919
753, 1.9462
754, 4.2534
755, 4.2245
756, 4.6826
757, 4.7431
758, 4.7671
759, 6.7742
760, 5.6301
761, 4.9658
762, 4.0565
763, 6.303
764, 7.9627
765, 4.6171
766, 5.667
767, 3.3858
768, 1.9412
769, 0.8485
770, 2.1038
771, 3.1707
772, 3.5069
773, 3.2612
774, 2.0777
775, 3.4689
776, 2.9815
777, 3.9184
778, 5.8234
779, 7.8976
780, 8.7984
781, 10.4773
782, 10.9228
783, 9.1185
784, 12.1403
785, 11.6103
786, 9.8211
787, 10.1405
788, 10.5061
789, 8.6445
790, 10.2796
791, 5.2788
792, 4.7491
793, 2.421
794, 1.4832
795, 2.8177
796, 3.3015
797, 2.2474
798, 1.6293
799, 1.0771
800, 2.4531
801, 3.0557
802, 3.6045
803, 5.7145
804, 4.3067
805, 3.575
806, 3.4436
807, 3.0121
808, 4.5186
809, 5.8923
810, 4.2532
811, 4.6305
812, 5.6669
813, 5.6834
814, 4.6155
815, 4.3449
816, 4.62
817, 4.3149
818, 5.8091
819, 4.9275
820, 6.2234
821, 6.7978
822, 3.8137
823, 3.5367
824, 4.8851
825, 4.814
826, 7.4411
827, 6.1809
828, 5.9116
829, 6.7748
830, 5.8856
831, 7.2221
832, 7.2324
833, 4.9227
834, 3.9411
835, 3.5655
836, 4.9048
837, 6.1533
838, 7.0999
839, 6.5525
840, 4.112
841, 6.7766
842, 7.7077
843, 6.6503
844, 5.2251
845, 2.5549
846, 1.8734
847, 2.4858
848, 3.8344
849, 6.4938
850, 7.2303
851, 5.5625
852, 7.9948
853, 7.4196
854, 10.5759
855, 9.507
856, 9.4835
857, 8.6183
